title,date,year,link,media,reporter
"Love, Sex, And Robots","Mar 11, 2019",2019,https://news.google.com/read/CBMibEFVX3lxTE1Xa1ljNUxwbGl0RGd4bUVUekJwaTY2eF9QTEEwT2ZGZzRKQkQyOWNFNS14ZTNnMWNGelBFV3lhcWlrdWlIVGI4N0gtNlBjRHEzVC1Tam5JczZqVm5HanNTWlJQaGFwSEQ0eVNRZg?hl=en-US&gl=US&ceid=US%3Aen,NPR,By Shankar Vedantam
“2050”- A Movie Review,"Feb 23, 2019",2019,https://news.google.com/read/CBMiYEFVX3lxTE9vV1RoSTg4TmQyWmlCdFBMY09JR3Bha0JkQURqekRvUzNHc2FjeEhpNUI4bDdLaWVHZ1NxYWI5TkRVeEI5dTJ2ZWVXVS1vWklFcEI1Z01OcklLb09rZ3ZTTA?hl=en-US&gl=US&ceid=US%3Aen,Big Shiny Robot!,By Rufo Tolentino
Will Sex Robots Cure The ‘Incel’ Phenomenon?,"Mar 14, 2019",2019,https://news.google.com/read/CBMingFBVV95cUxOZDFJeURVVTFoajZWbExBdE5lbk1ocWZFYjRqZWo0ZVV5eHFFMDJwcEt4RlJtLXlVa2JZbEYyYTN5YVdfMHFvZTc1WUVCRHAydlcyZ0FNZlFfQ05VRjh2b19NYlRhdlM2MkY5SmRWUEIwWkZRVnBuZWxCQUhNdDFBMEt5Y3RtTDFWR1pBX3FxUEN4REJJR3FqMEVnX3lKZw?hl=en-US&gl=US&ceid=US%3Aen,Interview,By Iris Luz
Whitney Cummings—and Her Sex Robot—Take on Modern Womanhood,"Jul 31, 2019",2019,https://news.google.com/read/CBMibkFVX3lxTE9FdWNpOUV2M1d4cUk1UUswVlhEbHpSSF83UWo0b3FjMEFmYzcyQ01NTVYwWHQya3FoYWFCWVh6ck9KREtOTTJFNkRzMV9UbzMwTk51Nm9ERl9oNkhRNEZpdmlNREY5d0x1NTYybkFn?hl=en-US&gl=US&ceid=US%3Aen,WIRED,By Emma Ellis
"""Digisexuals"" Are Falling In Love With — And Lusting For — Robots","Jan 20, 2019",2019,https://news.google.com/read/CBMiakFVX3lxTE5XQnloY3hoU2ZDbVVaQUZfZlQ0OHNxOUhpVWxYSDFXbHhrbUt6enViaE91Wi1iTWNjaVVWd2ppM05ZRVUzbU4zZ0RCc3BKX0RUX2xWWUpjNmQzVHdubUMtOXROaEdUNXhGVkE?hl=en-US&gl=US&ceid=US%3Aen,Futurism,By Jon Christian
The Tricky Ethics of Sex Robots,"Feb 14, 2019",2019,https://news.google.com/read/CBMickFVX3lxTE1tcmNqeS1VQ0NFTjJHVW9rRnRKQ3IwNEtwVE1pQzNoekE4dm9fTDJvUDFEVktoQTFmN2FZYnFISXFDb2pCaU9nUEVJcmhlNGR4dEM3ZWtlU1V3cEZFTXNYVlpfUDZNQUVBOGhpN2VNR2VIQQ?hl=en-US&gl=US&ceid=US%3Aen,The Daily Beast,
Do You Take This Robot … (Published 2019),"Jan 19, 2019",2019,https://news.google.com/read/CBMiZ0FVX3lxTE5MaFpPbGJKUjhuRnliN0ZtZW9nZXNSVXpEelBTMHdhUkVrYWJHbFV0TzJKWnpCMm5CcVVLNUhBM085VFhIRlFlQ29iaDJBSWlNbzZqZWt0S25QVGtVNVk5VU95ck5Qc1U?hl=en-US&gl=US&ceid=US%3Aen,The New York Times,By Alex Williams
10 Interesting Facts About The Rise Of Sex Robots,"Jan 29, 2019",2019,https://news.google.com/read/CBMiiwFBVV95cUxPdURlcWdYUmlreVVLYkI3bXdjM3FwTGJLclZVVF93LWpWSTdwOXpLZ3BmUkJiOVY3NWtBQmwyakF1RHFRdTgwNHkxRWhSZ2pnWHktMzkwNlY0LTBWS0h6VXo0U3BPNzZjOWpISGpOYl9KWXcxWUw1bG9mbGZpWnZGLTZ4R3N6MzB4MmNF?hl=en-US&gl=US&ceid=US%3Aen,Listverse,By Joe Duncan
"Creepy £7,000 ‘Harmony’ sex-bot with a saucy Scottish accent goes on sale – as fear over rise of robot love...","Aug 2, 2019",2019,https://news.google.com/read/CBMifEFVX3lxTE5jRlV0TG53ME0za0NVUWJyZ0R0SjZ6a3J6bG5BS2pGQmtoSGN1RnMxY3Iwc0drQ0tvdXM3bTUwMENOMzJTdnNLVlBmLTZLN3B2UHpSZ0dGeGd1dERId19PaW5Vdkw5eUFNS29zR2ZhSHZLSGN3QmdjRjNlVHLSAYIBQVVfeXFMTWRjVGtSS1NybFM3TjBHZmoyTldaV3RBb3VRUVMxQUZDREpidFNkaE51d1pKb1hZWXlmQUE5TmMxVWNmQzZfY3V5NGxxMlNpTkhmOGlKSFh3d1Y1clFaX0wxY1picmE0OWpiQWdyVE9DdlBiSmFQWFdBSjZLSWJvS0JzUQ?hl=en-US&gl=US&ceid=US%3Aen,The Sun,By Sean Keach
Keeping up with the sex robots,"Nov 15, 2019",2019,https://news.google.com/read/CBMidEFVX3lxTE50N3hRdWlOOFNiOFgxdUJSdzJkSG9vazUyUC1XZ1B2eWtLMHJaU2V4dzZXMjJUR0NTTUJCQnNNYnRDcEJkX2pDRU45RV9wU0sxOENDSF9ycVE5eDFsYk5TVWZZRWFGb3hpcF96dG1YYS1EZlpZ?hl=en-US&gl=US&ceid=US%3Aen,The Spectator World,By Bridget Phetasy
Whitney Cummings Made A Sex Robot Of Herself,"Jul 30, 2019",2019,https://news.google.com/read/CBMikwFBVV95cUxQZE1YcmVfaTl4eC13aVFyOWx0TXlWaE10aWN5eFpvaDBnOWVUT2Z2WFBTRkhkeGpubkZ4VFRZcG8zUmhjMFgxVlNESTBVdXlsSC14SFMzX1FnejJkYlQ4QmMzeW1KQTFSMUIzUHpYTnN1WUstWnd1R3drXy1hUTV1QnBuZThOQTRrMDVZWHBlWkRyQ0U?hl=en-US&gl=US&ceid=US%3Aen,Refinery29,By Erika W. Smith
Opinion: Our Irrational Fear of Sexbots,"Jan 17, 2019",2019,https://news.google.com/read/CBMibkFVX3lxTE9IazNGZkdSenFCM1NqN3pYajZCeWg5a2RDbVNQUjM3b3pDb05RUjY3N3pSWmZ0REl4OEFWV2FkZGFQMWtocnpRU0R1Vm43NDFsR1J3Q1A0QVhKM21nLVpNbXNzTXh5MDVLVHhUQ0RB?hl=en-US&gl=US&ceid=US%3Aen,Undark Magazine,By Lux Alptraum
"Why Comedian Whitney Cummings Made a Sex Robot of Herself for Her New Netflix Special, ‘Can I Touch It?’","Jul 30, 2019",2019,https://news.google.com/read/CBMiygFBVV95cUxNdDQ4TXlxNTlWYXFiVHJiZk54WFBQV1h4YjhRSjYtUDNIUmJUYll0ZGlRTDlPbWx2azVNaEJzR0J6YS1wdWw1ZU1VLW5haHRaNWhZQ2oxT2lUSjQyTG9uUEJ5ZTFyQUo5bFJXMkJLX3gxY1NaUDFxdF9LYl9zWEpGZUtfOHR4dzFvQkhYSTZSY1Y5eDVzWi1RcEUwU3BhYmd2UWZBUXVKdi1jRk1PYzRhN3hROVd5eVdISmYxVWl5Y1ptNjJ3T3RFMmJn?hl=en-US&gl=US&ceid=US%3Aen,The Daily Beast,By Matt Wilstein
This Company Invented a Sex Robot That Breathes,"Aug 11, 2019",2019,https://news.google.com/read/CBMiaEFVX3lxTE16YlBBYmR1SzFmaXpvUzc4UzBGR2FqcFNtVi1rOGNCTDN5OFB5ZndDeXpTbUdaYlR6Tzl0cWJOdm50RF95eDNNRXFrMGVMcjB3QWE1aVFLbkdNMEtIcXNxN21XaE1OQjJs?hl=en-US&gl=US&ceid=US%3Aen,Futurism,By Dan Robitzski
Sex robots increase the potential for gender-based violence,"Aug 27, 2019",2019,https://news.google.com/read/CBMimgFBVV95cUxPOXpRbktmb2Q5bEhjNzlNejZOUldONzdEZV9KTDZZN2RucHRNTFBIdUFQUUhReFJtWl9idE1mYmtmS2NBcS16V1RFakZ6LUdfeGR6QnFuZkUxUHMwLVpoejNBc3hadFYxODV1T0hpcm9TajJuMzk4SnFGLWp5dExONUhnNkw4OG83VGR3SFdSZ1k3Q09OeXBRLTRB?hl=en-US&gl=US&ceid=US%3Aen,The Conversation,
"Would it be wrong to ""rape"" a sex robot?","Feb 25, 2019",2019,https://news.google.com/read/CBMihAFBVV95cUxNdUI4Z2RjVDhmdTVlMklMcWgycXVZMEJISG0yZHVESm5MWW1jMWJ0c0lsbUxZMG1FT1k1a3RmQ2s0bG1Felp2Q0oxU1pFU3VhQVZwcnJwclFnZXFZNG9vb0ZBTk8wVTBBZ2tlRm9wcFl6REpBOWkwQm5SeFRMUEZBLS1CQnU?hl=en-US&gl=US&ceid=US%3Aen,ABC News,By Robert Sparrow
This unsettling DIY ‘skin’ interface will definitely end up on a sex robot,"Oct 21, 2019",2019,https://news.google.com/read/CBMiogFBVV95cUxNbjgzYnFPMF8yYnUzakhmdG04ejA1MWtvSkhlVVJUalVJdWlCMzVBSkpwdzJkWDI1WWtpU1dZMmFIb2lJWjh0RkpyTXFVaUpQTzl2NUxCZkJmZGYyQnB3LVNGZVRGTkktclhJZHJmRGZKYjVGeEFEbmplZHppQmNtSUJITjlMZk5LaVcyTW5ZR2t4SEVFUWhXc21Wa3o3aTZ1VXc?hl=en-US&gl=US&ceid=US%3Aen,TNW,By Tristan Greene
An Imagined Future Speaks In 'Talking To Robots',"Jul 19, 2019",2019,https://news.google.com/read/CBMikAFBVV95cUxQT21tMHVMaUdEb1FxM2RGMm9jQS1lYmk5WXJwaGowdE9vZG9Ed1JIa0JTb2ZsTWNrdURjWkRfd1QxUzB0ODd4NFN6cFRZN3RQZ2duUDBYVEdHR3haRURQTlRBU19ENXE0UGxBcWphMHp2dG1rN1htMWRERW81b3BQdXRWRUdDQnh1bXRpNk5xRVA?hl=en-US&gl=US&ceid=US%3Aen,NPR,By Adam Frank
Study explores the meaning of humanoid sex robots,"Sep 27, 2019",2019,https://news.google.com/read/CBMieEFVX3lxTE0yYU14bnZBV1BjblVpWXUzT2RTUmtsbFdGUXNDSWx6eE0xOTBPM2NyOFVNMDN1SWNscDEySnhWMWJ4a1V1d25OTlMzdE41NENsOTJaOVRVM1FsQW5pdTByZmI3dHNjQjY4UWNNRlUyNng4LVlBTkl0Zg?hl=en-US&gl=US&ceid=US%3Aen,Tech Xplore,By Ingrid Fadelli
"This AI-Powered Oral Sex Robot Puts the ""Deep"" in Deep Learning","Sep 27, 2019",2019,https://news.google.com/read/CBMia0FVX3lxTE1tdDVkMkw1Vk5DSXhwbWNYQWRNQktJR3hxbmQwZjlJRHA4M3B6RzVuQnRHQUMybEhadHdTRW9VRTk3bE1WSG1PMUdfUnQzRGRqenFwSi1aTUp0bDZjV2tDalBXTmxwWjNSZ0R3?hl=en-US&gl=US&ceid=US%3Aen,Futurism,By Victor Tangermann
Question of the Day: Would You Have Sex With a Robot?,"Apr 3, 2019",2019,https://news.google.com/read/CBMijAFBVV95cUxPVThhaVYxbUFXSXNBSi1tQWpETzBKdkxDaDlLTWdUc0xKcWdxZ1ZONmJxQjF4Q1hWYVRJcEUzcHJpXzE5QXFMOTltdEJ3YjY2eG9FVkNrTGVibEtvOHFvYjNwZDY2czRoalVKdDJsRGRlNEhqSmJWcEpoOG1DVEg1dDAwQ3dzaXNLNG9aQw?hl=en-US&gl=US&ceid=US%3Aen,VICE,By Shamani Joshi
Opinion | The Future of Sex Lives in All of Us (Published 2019),"Dec 2, 2019",2019,https://news.google.com/read/CBMidEFVX3lxTE0yWHBfMmR2TTctcWRpcjFZdm9kTk1GQ0pVUU5GTVM1MjNlWlhxcnNkbWxIRnl2cEdlS2NlaEI1eFBUakJMWTFvZEF3TGhsUUdnSE12bGRwTXdRbkZGdHRreURoZXNzUUlKdTBnNndHWHJGZUVC?hl=en-US&gl=US&ceid=US%3Aen,The New York Times,By Sayaka Murata
This Sex Robot Can Breathe Using Her ‘AI Chest Cavity’ : AI Robots -,"Oct 31, 2019",2019,https://news.google.com/read/CBMihwFBVV95cUxOWGY4eUJBTVNsRnlwd0lES0JCMEVpT1FZRGV5U092TkwweVZlT0JYX1d0MmloNW9UVXo4QnFHSzVVRVc3NWFWU2piWFVsdGFYYzN0WEttempocnB6YzlzV1p5dWtPcTNhZXdSRUFnOWFVTUlWRDgxOVVtcnRIME4xdlZPdFJGQnM?hl=en-US&gl=US&ceid=US%3Aen,Technowize,
Sex robots are on the horizon. And this might be a problem.,"Jun 10, 2019",2019,https://news.google.com/read/CBMiwwFBVV95cUxQVGpwdGV5dDFpemlGc0gycW1jNkJ5R1RrRWwwZVpUVmdKMWRxTmNKbFozejZjOXlxZlZDcDR5RjJ6SHZFTEI1ODI0Qkpka0tIQkdPeklERUpnZ0lYTjFTcjN2RXN6X0h0M3NJaFJ6RXJaR21DSDFsdERTUzluUHFPWUtUTzBEaDFrY21UNzNwWFZkSmxURWZMTmxkZHhKdXBKOERRanFRNTVCM2kxRWZxLS12cEVJWHlfeHFBczA2WmpHaW_SAcgBQVVfeXFMTVJCWWtJNTFoOHNxQ3lYUVRJUWdVdkhOWV81X0NaMXBXR3BycHl6UlJqcjZvd2VmREk1bWc4bHFNc1RmRFhCaGx4UU9WSzVrNXRPenBYMVloQm5VQW1ZS3BTVWl1Q09qdlpkbUVxT2x6ajlIbTVPR0ljMWpPbVBfTF9Lc0lVQ2lRZ0h1cnpXbXRHVVQ1WVQxSjRHRWVvMjFiNlVjSko4YUl3NTU5S3JadnUzOUFzeldUR19Tazg0b2phLU1fSjZjRGs?hl=en-US&gl=US&ceid=US%3Aen,Psychology Today,By Glenn Geher
"Book Review: 'Turned On: Science, Sex and Robots' | August 7 - 13, 2019","Aug 7, 2019",2019,https://news.google.com/read/CBMikgFBVV95cUxOYXpwVnh2MVBrQ1lWWGRneDRURWlvOTVDbm8taE91R1gwNGdxblo0UmpSRmE2ZkF4ODI5UWsxZkxZQ2IzUXo3X0dDQjVsY0hDUHNaelp6TV9QU3BaZkN2clVmdFR3N0lmSktSTHR1cUg2XzJlUG4zZHoxRHM2bnl2ZFdwLTZGbHdYbFJXbEd6XzFQdw?hl=en-US&gl=US&ceid=US%3Aen,Real Change News,
CES 2019: 'Award-winning' sex toy for women withdrawn from show,"Jan 9, 2019",2019,https://news.google.com/read/CBMiV0FVX3lxTE5Cak03WDNQNWJ5TWhrZ0I4dmctTnVpa1hJcmNoblprMk1GVTZSSmxMSE1tMDI4MVZuV2pKNUJ1cERwY21OOUd3ODJjWVhMa2FwQUJUNlVOONIBXEFVX3lxTE5WUDh4THpPWXVfQzFmUmdhcTYtcjZMb0tnWERMOXhJanVxYVdSSWZlb1hVMnV2NWJaT0VQQWo2aVRYZEQzLUk2cFEzbHY2a3k1aTduVE1BMlZtYWQ1?hl=en-US&gl=US&ceid=US%3Aen,BBC.com,By Jen Copestake
Company Invents Creepy Sex Robot that Breathes,"Oct 31, 2019",2019,https://news.google.com/read/CBMilwFBVV95cUxORXR6N3FqMXZGVFotdFZrOGdZMzBQSmxLa1d2NERDZUhnbkVDZFNndVR2S2JUaGkxSlhRWThvRDdsZHpWLUZ1SnEyQWRfSEh3Q3dwdGFpWkNhVkNZYlJTTGY0N2dic3dqVFhSYjI2WDEwRHU2QTJsc1Y2NnA3dGlMTXM0SWo2UlB5RmVIY0tTTnNJLW9RTG9n?hl=en-US&gl=US&ceid=US%3Aen,Interesting Engineering,By Loukia Papadopoulos
Today’s sex dolls can talk and they’re warm to the touch. Their lifelike qualities could change everything.,"Nov 13, 2019",2019,https://news.google.com/read/CBMi5gFBVV95cUxONEJ3RGtYMTAzaUJ4TE96WExJRUJqX3ZvakpmbGkxa0FubExEZWc2ZGEwQV9qSGpTZW56eTlYMnpPRlc4eGdHS3Q0R25ZV05adEpvb2xUM0Y5MHRuVFJSaWtxeV9GdHphZmYtLTc5czlSeC1Hd2dtTEJlS0lsU1RxQk1jTjd1Tks3U0ozRzYzbjRRU1F2a29LWTl3ZmdVRnV0M3ZLZTVJVlJnZWhvcW12aXRuNjM1NVl1SVFrSkZUQmhlMm5rVzNIekVQT0hYY0EtaGpmX0VPWFFQSGU0eE5mRlZiRjdadw?hl=en-US&gl=US&ceid=US%3Aen,The Washington Post,By Danielle Braff
Watch Bill Burr talk about sex robots in trailer for new comedy special Paper Tiger,"Aug 29, 2019",2019,https://news.google.com/read/CBMicEFVX3lxTE95aHNCNUVGaFg1RXFha0JSV0tPYVpaNzJiVzZ1SWhMR0hKYkJ1LUUxVXpMcGZWZE1sVjZITUN0QXdZaThYeFBYUVJpY1RWQi1hY01HLWJtd0ozUjVmQlN4Vms3NTlxUm1yZFdwUXBxLWY?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Money,By Rachel Yang
The “sentimental challenge” of sex robots,"Jan 18, 2019",2019,https://news.google.com/read/CBMikAFBVV95cUxQSmZNU3E4WGI2dW5DQ2ZzUEt4eTRIZ28xelhjREdqd0FzemY1MXNrM2VYTmgyTVk2a0ZsMXBZSDZFdGNsRWZyZVFKSUJzU2hVLW1KY3QzYlBGN0N6eG1LY1FDVXZGSWsxRVB2UHpaSTJuQjQ3d2hvOWctTGtJWFZidXJTUENQbWxmTkZTVHZDYWo?hl=en-US&gl=US&ceid=US%3Aen,edulia Masterclass,
Southfield propositioned with sex doll brothel,"Feb 7, 2019",2019,https://news.google.com/read/CBMiwgFBVV95cUxQb0ItNjB2alBMWk1Pb2taTlFUNnM4eWk5cFJzR1lZcFBJMXdCUkU2Tmo3UFN3blJ6bXJYRXhJS3ZvQ3ZZTF9EODNCaEFSUHJmTURBOXdWTDFKRUZoSmw2MHY5TjBwZkpaQ2Zubjl3b2xwSU5iWF96Y25zRU1EOWFzR0R0Tjg3UTBmUjM2Y3pEU0JNUFNHU25GdmxWbTNUOGppWGRuQmF2bGVzSGMwYWxQZm1xWEdLbkJycklqU3h0NUpEdw?hl=en-US&gl=US&ceid=US%3Aen,Detroit News,By Gregg Krupa
Sex robots are raising hard questions,"Feb 18, 2019",2019,https://news.google.com/read/CBMif0FVX3lxTE9sU2U2ODNCR21VNFRfajVLQUxVZGhHaGtNRUhMVXRnSFJVVGdWWF9GWF9tTUtWQVFTWVFRWERqQUlJcEpTUXM3enZRd2lPaS1vNlhHNXZqcVhMcHhYd0lJX1huTkdmbmJVYTVGVk53MmtRUU9UNGt0WHBNeFdyT0E?hl=en-US&gl=US&ceid=US%3Aen,Fast Company,By Francis X. Shen
You Are Already Having Sex With Robots,"Aug 23, 2019",2019,https://news.google.com/read/CBMidkFVX3lxTFBwRmdrZndVM2ExNnlkR291NmNScU9qaEdCS1FRWnpkLVZyY1BlS3NHQ3V6SFNUaXJMbFNSNDhsaUJjWk9tZHZwYmlUNnhnaHpzWXBwcmNkX05pc1ppVFdyRm5XSGxHcnp5b3gxUjJPNXFDeVpjSWc?hl=en-US&gl=US&ceid=US%3Aen,WIRED,By Emma Ellis
People would rather pay robots for sex than people,"Jan 9, 2019",2019,https://news.google.com/read/CBMihAFBVV95cUxNSjVLM29GRXRZS0ZILV9wVzhmeEhwZm04VmF3NEwwYlBhUTQyNHRSRnpveERVcnZZODhfYXBkT24xY3dDeE1FT3JoOWwzcnNGS2ZoMnlsWXc5cUM2UFh3MTQyaWJnTlV0eEFXY0JObmVETG80Zm1Welh1cUZ4RzN0ZzlkSko?hl=en-US&gl=US&ceid=US%3Aen,TNW,
World’s first ‘sex robot UNBOXING video’ reveals wireless-charging ‘smart privates’ and creepy X-Mode sex a...,"Aug 2, 2019",2019,https://news.google.com/read/CBMilAFBVV95cUxPb2NZSEluVnZyVXpQaFctS3pNd3ZKV3MxQTJrNi1ma1ZOVWcyaDZXQnJkNG90amhRWjdITWxxNk1mTW1NenBwTFg5cFhUX0pBQlRtMXozdmRPZk82YldVZEkwRFVRanU3QUwxSXFwNEI4cHl0QTNXRGphaWFwYTNlakMtdlVqN1BZenA2WWplUWl2U0NH0gGaAUFVX3lxTFBQM3VPdW1VRlEzN1VnbEhXZktZMDE2VWY4a0x5UHE3eDN2c01udWEzWTVGeDJtWHo3b0hMZTRfS05kY2pjVVdQZ3JLdzZWRkw2SzNjSF9mcnBudWd2QkN3aEhySVpOODNyUG15Z3F1UEs0NDVrUVZqSHB3RFFBUTVldzQ2M3VjcHNUcGF3ckMtSlN4eldHV0syLWc?hl=en-US&gl=US&ceid=US%3Aen,The Sun,By Sean Keach
Beyond sex robots: Erobotics explores erotic human-machine interactions,"Jul 10, 2019",2019,https://news.google.com/read/CBMie0FVX3lxTFBJYjlEdERSUl9CeXY1ZVVZLTBiV21ZNEVkNEZ4WTBsbG5NTHpVblVnZVVRVG81Q2pDSWNjQmZwYllZdlhKWXBqYnJBM0tKZHFtUERJUHRhbUhURzc2MU8xYTYzVnVXWUh3X0ZLUjBXWHVxeWRMMWQycTV3SdIBekFVX3lxTE1Bd0gzMFl1NXFyblJ1TjNya2NxazFJNkNaczctcXY0M3BpNGdNNjI2U01hWXVGcy01R3lPNU43ay0wZG44cXZfVkRFQU9nbm1aMXdzdHVSUnE4SEsxLU9jUlZTbDMxTkZmN05zcnlVTHFiZnltTHZyMVh3?hl=en-US&gl=US&ceid=US%3Aen,Phys.org,
Sex robots: a human rights discourse?,"May 2, 2019",2019,https://news.google.com/read/CBMieEFVX3lxTE1SUG9MT0g2bk5Md2ZnenRGdXBoX2lkRU1yWDBTRUJmaV9jSUgxX1RDZ1UxMGNqM2lwNWNCNGZWVi1lOVZJalhqVEpkR2pGcWNjVndGN1FfOUUxYWpBMXozdS1EMWRLaEt3YkJPaHM0dVlMLVlLZnVlYQ?hl=en-US&gl=US&ceid=US%3Aen,OpenGlobalRights,By Carlotta Rigotti
Sex robots and human rights,"May 8, 2019",2019,https://news.google.com/read/CBMihgFBVV95cUxOMUF0dVQtcWNCRWx4ck11REZDUEJVNGJHbzItcXdRRHRXV3MzSmM4eGV0cUN3c3prLS1hZmFnMWUtMEVxZDNHem8xcUdLRnd4NzljUWZhOWpJNVhuZGFVZ2R3S0FFQkczTWxhd0doZ3NQYWFsN2ZVLWtscjl5OWNweDFkT1VaQQ?hl=en-US&gl=US&ceid=US%3Aen,openDemocracy,
"How Robots, IoT And Artificial Intelligence Are Changing How Humans Have Sex","Apr 1, 2019",2019,https://news.google.com/read/CBMixwFBVV95cUxQQ1BoV2xqekFiZmR4TXE3X1JxWm1iSVM2SFVMVF9UMzNZZ0VvMFFJVnRlWjZvbi1ZNUhTaXF2Z1YydTlEMzlpY3JoUHUwcHdkSVdtVEdFdEJCUXhwS2RObjlvTmxqQk5XSDkzNVlEWEpzeUJGbTZxaDhNRDlWSkgtVV9jZ0g0Qng4c0t5X2c3ZDY3T0VmaV9WdHZlb0xBVF9WeE1zZ3Yxc0JBLTFkMHRLMGJBX2lKMTJNZktBVGV0bXhFLXNoTGlR?hl=en-US&gl=US&ceid=US%3Aen,Forbes,By Bernard Marr
When Loneliness Leads to Sex Robots: A Study in Teledildonics,"Jun 28, 2019",2019,https://news.google.com/read/CBMihwFBVV95cUxNdTlyRkZCN0xRU2JkNFM4NVBRcFFjU3BzN0RMTm9JZkRza3J5d0pLeU96eWZDd3NLRXIwcHQ1djZoTlk2ajZxVnI2NTk3NmFUSjFMOG5nSGFzdklZU1pCV0tmS0piNWw3Wjd1bDR2aTFVcHZtV3I0RFFPaFFlZHVhcVdYVjNfRm8?hl=en-US&gl=US&ceid=US%3Aen,Literary Hub,
The sex robot manufacturers vying to hit the mainstream,"Feb 13, 2019",2019,https://news.google.com/read/CBMimwFBVV95cUxPOXdqWGNla2VYQ2ZKd09qS095UlBZMzhSZlNxX2lURTJNZjNYRENhVl9OcFZhQ3hwRmlWcEItdm9kSU1wVzRtRnVWcUR6TkRSTmVybmdKcGlBc0dIYm02dnhnWTk5WWJySmRmOG1qUHVzb1BLVmE4VlJpNVFOc2hic3d1bjUybktPZXlnbkxSUXhrdFVfVDVZUDJzOA?hl=en-US&gl=US&ceid=US%3Aen,The Telegraph,By Caroline Bullock
The Church's Responsibility in Shaping Techno-Sexual Ethics,"Jan 22, 2019",2019,https://news.google.com/read/CBMigwFBVV95cUxQWkY1VlFHZjVld1huTDdGSWhNY0pidWFqMktEMFJmcy1Jcl9QaXFZZlZHT1ctNjBGSGpfVWZLMXdWcEI0NzBmamZUZ0Q3OTlnSG5vRTQyWHpqR0J6MXlKZW90YTdadVpkQWxjQTdMMDc0cDZOM1NiNTFtVFRQMXYta0ktdw?hl=en-US&gl=US&ceid=US%3Aen,Sojourners,By Preston Byrd
Sex robots with 'consent modules' being made for ethical sex robots,"Oct 15, 2019",2019,https://news.google.com/read/CBMimAFBVV95cUxQU2NjQTZRSThHZ0g4UjRMR2NGZUNkNEo2YjdzNGJxT1djS3pWOFFmRlJNVEd2QUhnZG0wMlN4eTBCYXZTQ2g3UW5abzFPN3VLR1hnVktvbEFoOFY0T0JWOU5waUVSdEFqdDhIczc4a1ZIdk9lMjhURDdGTkg0Y1Ewd2NrOWI0M0wyaWE4X2JmVS1oVWhpZ2ttaQ?hl=en-US&gl=US&ceid=US%3Aen,TweakTown,By Anthony Garreffa
Sex Robots Can Choke And Kill Their Users With A Simple Error In Its Programming Code,"Aug 29, 2019",2019,https://news.google.com/read/CBMi1wFBVV95cUxNb1BleHlTcGhIM3d2OXY3THZOVG5ScEdnTVVzUTRndG8xR1ZXSFJuTU9IZmhiN3N6STd5aUJ4MlFzZWFlSzI2ZXVHMzRBUXVhRmxGV2Q1SVFPZkJSekZBeHdMRm9VcVkxcGMwdjh2b1J5Qm1SRnZYLXdUU25uVThvQll2amUzS25sQWVrNnpLeTdzdTBHLVJtNkJUZ21LdWxYNlA0WEpzdWx0UnAydmhSd3ViU3AwNFh3T2VLUVZncDgtdWY3VnhaQjhwMFZaUHRxWHhNeWk4a9IB3AFBVV95cUxNTWt1YS1TVm83aTJSbjNXbGdNRUU4Mms3VVYycVdhRFBXNk5tLVpSYWZiZE03UW45cDIwWFN2dnNGOGdyS2lISFpMMTRRZExCYjdGUDZmeXoxRHpaQmNfVlhpTUZETVZtaHZscnYxUnIwckpEcUY5NXV5SVkwNUNxZWRGYzNkanRYbDlIbzZFYi1iZEJUTjc5aWdTQTVFYTBpUnFrUzdxS3dSdmdLaDdBRlh1ZVJsaUwtaUtvTlVVVEcxUkxwNkthcGZwakxBeWlHWDZmU21odXU4OHdh?hl=en-US&gl=US&ceid=US%3Aen,Indiatimes.com,By Monit Khanna
"Love, Sex and Robots Collide in a New Ian McEwan Novel (Published 2019)","May 1, 2019",2019,https://news.google.com/read/CBMihwFBVV95cUxPQ1JLNlQ0WEt0cjA5ekdCMV8xaERBNnlZUnptVEhQRC1jRkpVTXZQTS1EakZkaXk3QWVOWkJUZlQ3Tktsc2JpLW1GNnFCQXNXRWNzTzlfZHlYdmlhdFJQREZ3SG5PUUduUktSUWlOalVKZHVxcUZzT2s1UGY1aWZIYzEzTTd2WWM?hl=en-US&gl=US&ceid=US%3Aen,The New York Times,By Jeff Giles
Whitney Cummings Made a Sex Robot of Herself for ‘Can I Touch It?’ Netflix Special,"Jul 30, 2019",2019,https://news.google.com/read/CBMif0FVX3lxTE5ySVQ1R0o2cXptT0kwVUFld1JsTlNNRXU3S3ZsT2wwRFk2ZEZ6N2E2SXBlVk9sdGE0RzVSZXo3Q29YUFVJUHJ1NUNBUl9ITzZSMll1SVB5Yk10RHQyWUZpOGFoV3ozQW9iaVA0aDBLTFNLaUNqeFNTUUhyQ2dRMHM?hl=en-US&gl=US&ceid=US%3Aen,Decider,By Claire Spellberg Lustig
