ID,title,media,date,datetime,desc,link,img
47,World's first sex robot has 'Glasgow accent' and it's left Glaswegians in bits,Glasgow Live,7 months ago,2024-02-16 23:19:37.441982,World's first sex robot has 'Glasgow accent' and it's left Glaswegians in bits. A video featuring a talking robot has been viewed nearly two million times in...,https://www.glasgowlive.co.uk/news/glasgow-news/worlds-first-sex-robot-glasgow-24166659&ved=2ahUKEwiz99n6j8mIAxW_78kDHc5jAJU4KBDF9AF6BAgBEAI&usg=AOvVaw1pSZP_EOcXXxOXZeX7oQWV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
48,Elon Musk’s Catgirl Sex Robot can be Available Anytime Now,Analytics Insight,8 months ago,2024-01-16 23:19:37.443384,Today you can already take home a robotic love doll or download an AI sex doll personality for romantic and sexual conversations. Or wait till Elon Musk's...,https://www.analyticsinsight.net/latest-news/elon-musks-catgirl-sex-robot-can-be-available-anytime-now&ved=2ahUKEwiz99n6j8mIAxW_78kDHc5jAJU4KBDF9AF6BAgGEAI&usg=AOvVaw3VF0_5-m7SH1x6vmT34tLI,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
49,UK sex robot study discovers exactly which men use them and if they are a risk to women,Daily Star,9 months ago,2023-12-16 23:19:37.444792,The study found sex doll owners are more likely to view women as sex objects and a threatening unknown.,https://www.dailystar.co.uk/news/latest-news/uk-sex-robot-study-discovers-26699536&ved=2ahUKEwiz99n6j8mIAxW_78kDHc5jAJU4KBDF9AF6BAgCEAI&usg=AOvVaw2v28Y3FvBMIsEKd8556juE,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
50,"Two In Five People Open To Threesome With A Sex Robot, Says Survey",Star Observer,9 months ago,2023-12-16 23:19:37.775499,Sex Robots are more mainstream than anyone ever thought! A recent survey revealed that over half of respondents were interested in having sex with a robot...,https://www.starobserver.com.au/news/two-in-five-people-open-to-threesome-with-a-sex-robot-says-survey/211365&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgAEAI&usg=AOvVaw3PTGGsQI-TPoG6y9Y0DL9K,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
51,‘Facebook for sex robot owners’: Inside a social media platform for doll lovers,New York Post,9 months ago,2023-12-16 23:19:37.777338,'Facebook for sex robot owners': Inside a social media platform for doll lovers ... RealDoll VIP offers a “community platform” for sex doll enthusiasts with...,https://nypost.com/2022/03/19/facebook-for-sex-robot-owners-inside-a-site-built-for-doll-lovers/&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgJEAI&usg=AOvVaw237EK9K0OovFPiBCYQvji3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
52,People Are Creating Sexbot Girlfriends and Treating Them as Punching Bags,Jezebel,1 months ago,2024-08-16 23:19:37.779024,"Caroline Sinder, an artificial intelligence and abuse expert and co-founder of the Convocation Design + Research agency, says allowing for consensual, sexual...",https://www.jezebel.com/ai-sex-chatbots-replika-abuse-problems-1848436769&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgEEAI&usg=AOvVaw3t0xMlHOg5f9vnlDdtfZOZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
53,Creepy ‘sex robot swap shop’ online where doll lovers trade USED figurines...,The US Sun,1 months ago,2024-08-16 23:19:37.780694,USED sex dolls are being sold online for a fraction of the original prize and people are snapping them up.Some of the used dolls come with names and e.,https://www.the-sun.com/news/4536913/used-sex-dolls-sold-online/&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgFEAI&usg=AOvVaw3iyjKt4e5MDsi8PEpR8Z4I,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
54,I’m a sexbot expert and here are the best Christmas sex dolls to keep you company – as demand peaks in hol...,The US Sun,2 months ago,2024-07-16 23:19:37.782344,"Also referred to as love dolls or blow-up dolls, adult toys are used for sexual gratification with most coming with an artificial vagina, anus, mouth, and/or...",https://www.the-sun.com/news/4316364/christmas-sex-doll-sexbot-robot/&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgDEAI&usg=AOvVaw0QW0XWLbdFc4Y8lxm2DlA3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
55,"Full Monty: Our Sexual Future with Robots, Detailed [report]",aNewDomain,2 months ago,2024-07-16 23:19:37.784008,"In a new report, Noel Sharkey and Aimee van Wynsberghe examine the coming age of sex bots. Here's the good, the bad and the ugly.",https://anewdomain.net/heres-the-future-of-sex-robots-frr-report/&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgCEAI&usg=AOvVaw1Tlp-sVNEhzuN8HjKx3uft,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
56,Westworld-style sex robot factory promises 'exciting' new dolls in 2022,Daily Star,3 months ago,2024-06-16 23:19:37.785683,,https://www.dailystar.co.uk/news/weird-news/westworld-style-sex-robot-factory-25711385&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgHEAI&usg=AOvVaw0Ys3376if4tz1O9Cu-0zCI,
57,Is Having Sex With Robots Actually a Bad Thing?,InsideHook,3 months ago,2024-06-16 23:19:37.787159,The latest AI from Abyss Creations suggests a future with sexbots is firmly on the horizon. Here's what you should know.,https://www.insidehook.com/sex-and-dating/having-sex-robots-good-bad&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgGEAI&usg=AOvVaw3RdRJTA8PvhlTyy4FSK4QI,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
58,Black Friday sex robot deal saves £200 - she'll give you warm cuddles and tell jokes,Daily Star,3 months ago,2024-06-16 23:19:37.788647,AI-AI Tech UK has cut prices on its range of high-tech sex robots by more than £200. Emma the Sex Robot has 'full artificial intelligence'.,https://www.dailystar.co.uk/tech/news/black-friday-sex-robot-deal-25550882&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgBEAI&usg=AOvVaw3IKDsNv0QDL5Vn04XWJVhW,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
59,Bella Hadid Says She Felt ‘Enormous Pressure’ to Have a ‘Sexbot’ Image as a Teen Model,Us Weekly,7 months ago,2024-02-16 23:19:37.790086,Bella Hadid opened up about the pressure she felt as a young model to portray a certain image for fans.,https://www.usmagazine.com/celebrity-news/news/bella-hadid-felt-pressured-to-have-a-sexbot-image-as-teen-model/&ved=2ahUKEwjjm-_6j8mIAxXV6ckDHZagMMM4MhDF9AF6BAgIEAI&usg=AOvVaw13kwVW8iTEx5GJhL4mLMGw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
60,Bella Hadid Recalls Feeling “Enormous Pressure” to Project a “Sexbot” Image,E! Online,7 months ago,2024-02-16 23:19:38.101337,"In an interview with Vogue, September 2021 cover star Bella Hadid reflected on the amount of pressure she faced during her younger days as a model. ... Bella...",https://www.eonline.com/news/1296912/bella-hadid-recalls-feeling-enormous-pressure-to-project-a-sexbot-image&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgBEAI&usg=AOvVaw3bW9ARhAbooDIKi8qPcbUy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
61,Bella Hadid opens up about ‘enormous pressure’ to project ‘sexbot’ image aged just 17,The Independent,7 months ago,2024-02-16 23:19:38.103085,"Your support helps us to tell the story ... Bella Hadid has opened about the pressure she felt to portray a certain image early on in her career, with the model...",https://www.the-independent.com/life-style/bella-hadid-model-anxiety-vogue-b1898270.html&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgJEAI&usg=AOvVaw3-fFRRT9m9yxXrSbo57_qn,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
62,Model Bella Hadid felt pressure to be a 'sexbot' early in her career,NZ Herald,7 months ago,2024-02-16 23:19:38.104767,"Hadid admitted she felt like people saw her as a ""sexbot"" in the early days of her fame, and she therefore felt ""enormous pressure"" to keep that image up even...",https://www.nzherald.co.nz/entertainment/model-bella-hadid-felt-pressure-to-be-a-sexbot-early-in-her-career/5LOXLGH2W3GS5XY4IGUZGPJDQU/&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgDEAI&usg=AOvVaw27ATUY6QpzF0yFmdlGuzB9,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
63,Bella Hadid says she felt pressure to come off as a 'sexbot' early in her modeling career,Business Insider,7 months ago,2024-02-16 23:19:38.106429,The 24-year-old supermodel reflected on the early days of her modeling career in Vogue's September issue.,https://www.businessinsider.com/bella-hadid-pressure-sexbot-image-teenager-model-vogue-interview-2021-8&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgCEAI&usg=AOvVaw0ddbzksTMbUZTSUu62BrKP,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
64,World’s first ELDERLY sex robot with ‘wrinkles and silver hair’ created by RealDoll...,The Sun,8 months ago,2024-01-16 23:19:38.108079,AN 'ELDERLY male' sex doll has been created by sex robot companyRealDoll.The grey haired robot has been made at the request of a customer and wa.,https://www.thesun.co.uk/tech/15434466/old-male-sex-robot-realdoll/&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgAEAI&usg=AOvVaw0Ild5XFblt4g2YfQocVoXX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
65,Eager punters offer to bankroll sex robot production,The Week,8 months ago,2024-01-16 23:19:38.109720,"Eager punters offer to bankroll sex robot production ... Fans of sex robots say they will donate money for futuristic dolls to be built sooner. RealDoll, which...",https://theweek.com/news/world-news/953248/eager-punters-offer-to-bankroll-sex-robot-production&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgHEAI&usg=AOvVaw1FwIsiBwsC0LwNbUmOcWqm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
66,"Coming Soon: Henry, The Self-Lubricating Gay Male Sex Robot",Star Observer,8 months ago,2024-01-16 23:19:38.111358,"Coming Soon: Henry, The Self-Lubricating Gay Male Sex Robot ... A self-lubricating gay male sex robot is coming to a walk-in wardrobe near you and sooner than you...",https://www.starobserver.com.au/news/coming-soon-a-self-lubricating-gay-male-sex-robot/203794&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgIEAI&usg=AOvVaw334nRRWedb0gnAjQ6GD36w,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
67,Sex robot with ‘bionic penis’ that can be programmed gay is coming soon,PinkNews,9 months ago,2023-12-16 23:19:38.112869,"New sex robots from leading AI robotics company RealDoll will be programmable as gay or straight, depending on your preference.",https://www.thepinknews.com/2021/06/14/sex-robots-gay-realdoll-henry-matt-mcmullen/&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgFEAI&usg=AOvVaw2iGK-HVdPzGBUlNLe8xGtv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
68,Sex robot replicas that 'mimic' partners' personalities using AI could hit the market,Daily Star,9 months ago,2023-12-16 23:19:38.114295,EXCLUSIVE: RealDoll's sex robots are capable of carrying out conversations and exhibiting characteristics like jealousy and affection.,https://www.dailystar.co.uk/news/weird-news/sex-robot-replicas-mimic-partners-24201044&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgEEAI&usg=AOvVaw1ng6qeBYlyXzL1Rfk-eTC_,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
69,'Amazingly real' Scots sex robot introduces herself in uncannily lifelike footage,Daily Star,9 months ago,2023-12-16 23:19:38.115711,"Brick Dollbanger's new Harmony sex robot has been programmed with a Scottish accent, giving her an on-screen presence that's 'amazingly real' according to...",https://www.dailystar.co.uk/news/weird-news/amazingly-real-scots-sex-robot-24173779&ved=2ahUKEwjen4T7j8mIAxUBHNAFHTxeJrk4PBDF9AF6BAgGEAI&usg=AOvVaw1pLnyMF4AsVQSC17fWWR1-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
70,Video goes viral of sex doll ranting about how despicable the human race is,Happy Mag,9 months ago,2023-12-16 23:19:38.532604,"A video has gone viral of a sex doll saying talking about the human race and our environmental impact on Earth. Nova, an AI-enabled sex robot that has a...",https://happymag.tv/sex-doll-rants-human-race/&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgDEAI&usg=AOvVaw33SKmVtAVisoOB1H5dj06U,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
71,"Roscommon pensioner (69) loses €3,000 to sexbot scammers on dating sites",Sunday World,9 months ago,2023-12-16 23:19:38.534357,Kieran Greene (69) is single and ready to mingle but the sexagenarian is warning of online dating scams after he was conned out of thousands of euro.,https://www.sundayworld.com/news/irish-news/roscommon-pensioner-69-loses-3000-to-sexbot-scammers/40457511.html&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgJEAI&usg=AOvVaw0IZx2mUxIK4BZF8daGF2nK,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
72,Sex robot with AI says 'we are the future' and warns 'resistance is futile',Daily Star,1 months ago,2024-08-16 23:19:38.536051,"The RealDoll sex robots were previewing a company event when one of its flagship models, called Harmony, made the comments. She told the camera that humans ""...",https://www.dailystar.co.uk/news/world-news/sex-robot-ai-says-we-23835212&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgIEAI&usg=AOvVaw2Rx0lhaiD7Q637PFeWD0F8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
73,Sex robot 'clones' of dead partners created with 3D scans 'could walk in near future',Daily Star,1 months ago,2024-08-16 23:19:38.537718,EXCLUSIVE: Lux Botics artists would use sophisticated modelling to create a mould and place a skeleton inside it. They are also hoping to create sex robots...,https://www.dailystar.co.uk/news/world-news/sex-robot-clones-dead-partners-23797892&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgAEAI&usg=AOvVaw1DbRiltbCPyB6dvhCaGDR3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
74,Incredible AI sex robot skeleton unveiled in step towards dolls walking 'unaided',Daily Star,1 months ago,2024-08-16 23:19:38.539370,A RealDoll representative promised that the company is getting ever closer to developing a sex robot that can walk unaided as well as conducting...,https://www.dailystar.co.uk/news/latest-news/incredible-ai-sex-robot-skeleton-23763883&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgBEAI&usg=AOvVaw2lIAoSz4c5oiV7-kvwDPn8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
75,Florence Pugh to play a killer sex robot in Dolly,Flickering Myth,2 months ago,2024-07-16 23:19:38.540996,,https://www.flickeringmyth.com/florence-pugh-to-play-killer-sex-robot-dolly/&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgCEAI&usg=AOvVaw1s6vxVHMJuTlOgO9REbBnk,
76,Florence Pugh to Star in Murderous Sex Robot Movie ‘Dolly’ at Apple TV+,TheWrap,3 months ago,2024-06-16 23:19:38.542648,Share on Social Media ... Florence Pugh is attached to star in a sci-fi courtroom drama called “Dolly” about a sex robot that murders its billionaire owner.,https://www.thewrap.com/florence-pugh-dolly-movie-murderous-sex-robot-apple-tv-plus/&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgHEAI&usg=AOvVaw1KRj4v7V-oV-rtoURbeHBF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
77,Rob Watches Star Trek: Data is a Sex Robot? |,Primary Ignition,3 months ago,2024-06-16 23:19:38.544322,"Data is “fully functional.” I'll assume that means he can do virtually anything a human can do. He's got synthetic, man-made organs, tissue, etc.",https://primaryignition.com/2021/02/08/rob-watches-star-trek-data-is-a-sex-robot/&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgEEAI&usg=AOvVaw1Pwo2TSkHr9jLezjKNEaeW,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
78,The Newest Sex Robot Equipped with Learning AI Says She's 'More Than a Machine',Barstool Sports,3 months ago,2024-06-16 23:19:38.545791,Source - A sex robot with groundbreaking AI that is constantly learning has pondered the meaning of life and her own consciousness during a captivating...,https://www.barstoolsports.com/blog/3299187/the-newest-sex-robot-equipped-with-learning-ai-says-shes-more-than-a-machine&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgFEAI&usg=AOvVaw2H9K6ver_XSkSNDL7qIG18,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
79,Sexbot or not? Ethicist stimulates debate on the senior set’s need for companionship,GeekWire,5 months ago,2024-04-16 23:19:38.547217,A University of Washington ethicist says there shouldn't be any stigma about creating sex robots for older people in need of companionship.,https://www.geekwire.com/2020/sexbot-not-ethicist-stimulates-debate-senior-sets-need-companionship/&ved=2ahUKEwi375v7j8mIAxVUMNAFHZHoArI4RhDF9AF6BAgGEAI&usg=AOvVaw3UoLdxZzMi2wfU-YTj8VgZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
80,"Sex robot manufacturers ‘should consider the sexual needs of older, disabled people’",inews.co.uk,6 months ago,2024-03-16 23:19:38.868466,"Humanoid robots could provide both companionship and sexual gratification for lonely and isolated senior citizens, research has suggested.",https://inews.co.uk/news/technology/sex-robot-manufacturers-sexual-needs-older-disabled-people-research-761236&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgAEAI&usg=AOvVaw0lM6nngZANPMP-gWDq3PFc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
81,Sex robot 'heavily soiled' after being molested at tech fair,NZ Herald,7 months ago,2024-02-16 23:19:38.869708,"A realistic sex doll had to be sent for repairs after being ""molested"" at a tech fair. Samantha, a sex robot that retails for more than $5500,...",https://www.nzherald.co.nz/lifestyle/sex-robot-heavily-soiled-after-being-molested-at-tech-fair/5Z55KSQZ5VL4SMONY5TWWQHYIE/&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgJEAI&usg=AOvVaw13PLl67aVQqEGGErT3ve_b,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
82,"What is a sex doll, are there sex robot brothels in Paris and Italy and how much do they cost?...",The Irish Sun,7 months ago,2024-02-16 23:19:38.870816,Sex robots are essentially realistic dolls that have sophisticated movements that closely mimic humans so that they can romp.,https://www.thesun.ie/tech/437313/robot-sex-doll-sex-brothel-paris-cost/&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgEEAI&usg=AOvVaw0qKbWGV1XefakgylukFVVY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
83,Sex robot can 'put itself into sexual positions' using full AI body movement,Daily Star,8 months ago,2024-01-16 23:19:38.871910,"EXCLUSIVE: Author Jenny Kleeman has spoken to Daily Star Online about her new book Sex Robots & Vegan Meat. For her research, she spoke to a sex robot...",https://www.dailystar.co.uk/news/latest-news/sex-robot-can-put-itself-22604794&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgCEAI&usg=AOvVaw28DSrCRPeoc1CbyGfWNQZA,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
84,A Sex Bot Turns Evil in A$AP Ferg’s ‘Move Ya Hips’ Video,Rolling Stone Australia,9 months ago,2023-12-16 23:19:38.873012,The clip opens with a man ordering a sex bot on his phone — features include “Realistic! Flexible! Freak mode!” The bot arrives seemingly seconds later in a...,https://au.rollingstone.com/music/music-news/aap-ferg-mova-ya-hips-horror-video-15637/&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgGEAI&usg=AOvVaw2ujpZ78ekk7dOaD8VEUuyw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
85,A Sex Bot Turns Evil in A$AP Ferg's 'Move Ya Hips' Video: Watch,Rolling Stone,9 months ago,2023-12-16 23:19:38.874105,"A sex bot turns evil in A$AP Ferg's new video for ""Move Ya Hips,"" his latest single, featuring Nicki Minaj and MadeinTYO.",https://www.rollingstone.com/music/music-news/aap-ferg-mova-ya-hips-horror-video-1043150/&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgDEAI&usg=AOvVaw2UvD8-pzAePXQUW5usC7D1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
86,Talk To Your Sex Robot About COVID-19,Forbes,9 months ago,2023-12-16 23:19:38.875193,Harmony's latest software update came with a new conversational coronavirus feature that supports human-machine dialogue about the pathogen.,https://www.forbes.com/sites/andreamorris/2020/07/28/talk-to-your-sex-robot-about-covid-19/&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgBEAI&usg=AOvVaw0-BWDgREtu4or1yGht3qZm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
87,"Sex robot sold for £80,000 after advanced AI produced by tech designers",Daily Star,9 months ago,2023-12-16 23:19:38.876271,Comedian Whitney Cummings last year had a sex robot based on her after it was produced by RealDoll. The company says it is the most expensive doll it has...,https://www.dailystar.co.uk/news/latest-news/sex-robot-sold-80000-after-22373765&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgIEAI&usg=AOvVaw28nOWelK6Ct1PblQ_rFJqo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
88,"Sex Robots & Vegan Meat by Jenny Kleeman review – the future of food, birth and death?",The Guardian,0 months ago,2024-09-16 23:19:38.877357,"A pleasingly sceptical investigation into the innovations that could change the way we eat, have sex and die.",https://www.theguardian.com/books/2020/jul/01/sex-robots-vegan-meat-by-jenny-kleeman-review-the-future-of-food-birth-and-death&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgFEAI&usg=AOvVaw3N-YDhhpkcTkdaZaKiyaZl,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
89,Couple has ‘real feelings’ for $7K sex robot that saved their marriage,New York Post,3 months ago,2024-06-16 23:19:38.878439,"A Texas couple claims that a pricey sex robot named Camila — who shares their bed every night — has saved their marriage. Shelly, 45, and Darris Maxie, 48,...",https://nypost.com/2020/04/14/couple-has-real-feelings-for-7k-sex-robot-that-saved-their-marriage/&ved=2ahUKEwjZtrL7j8mIAxW-5ckDHacVD604UBDF9AF6BAgHEAI&usg=AOvVaw2X8hNXREwVoW3kMLEWIiO7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
90,Houston council set to vote on sex robot brothel ban as Kinky Dolls eyes opening,ABC7 San Francisco,3 months ago,2024-06-16 23:19:39.275895,"As Houston council members prepare to vote on regulating the sex-bot shops, the owner is hitting at a claim against the business.",https://abc7news.com/sex-robots-houston-vote-robot-brothel-kinky-dolls-sylvester-turner/4392401/&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgEEAI&usg=AOvVaw0l3fgaguIdueG6uwGXAV38,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
91,This is what a sex robot looks like under its fake flesh,WIRED,4 months ago,2024-05-16 23:19:39.277612,British photographer Alastair Philip Wiper captures the “accidental aesthetics” of the technological revolution near his base in Copenhagen and across the...,https://www.wired.com/story/machines-unintended-beauty-alastair-philip-wiper/&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgJEAI&usg=AOvVaw3gaSI3jIEF3Ae4fsdYCRFC,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
92,Shock horror: experts say AI sex robots are a moral threat to society,Dazed,4 months ago,2024-05-16 23:19:39.279312,Researchers want to ban sex robot companies from marketing them as replacements for real human relationships.,https://www.dazeddigital.com/science-tech/article/47994/1/shock-horror-experts-say-ai-sex-robots-are-a-moral-threat-to-society&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgHEAI&usg=AOvVaw2U0AbWwA-KiyGHle4pJd8e,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
93,"Meet Samantha, The Sex Robot That Gives You Life Advice",Refinery29,5 months ago,2024-04-16 23:19:39.280979,A responsive computer system with a sensor-based interface inside the body of a sex doll. Version 1 prototyped this interface.,https://www.refinery29.com/en-gb/sex-robots-kate-devlin&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgFEAI&usg=AOvVaw2Ho39psc70hscOcpvNo_5a,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
